81394266,401.07200,=,1577974229
81394266,655.17700,新年快乐,1577974243
81394266,19.54000,波西米亚狂想曲！,1577974244
81394266,26.98100,queen！,1577974250
81394266,132.05900,游戏人生，不过如此,1577974252
81394266,128.75000,素材过多,1577974285
81394266,656.43800,2020，好好活,1577974296
81394266,659.08800,2020第一个币给你了,1577974311
81394266,314.88300,彩虹车,1577974324
81394266,127.42700,害怕,1577974325
81394266,141.25800,奥利给,1577974362
81394266,672.06600,新年快乐,1577974393
81394266,152.36300,人间荒诞喜剧,1577974403
81394266,19.68600,期末复习时的rxl,1577974431
81394266,12.09000,毁歌之王,1577974440
81394266,383.66100,去你的篮球梦,1577974443
81394266,663.59300,新年快乐,1577974464
81394266,64.89300,毁歌之王中王,1577974492
81394266,84.96500,人类迷惑行为大赏,1577974512
81394266,665.42900,新年快乐,1577974526
81394266,53.52600,rxl的,1577974527
81394266,555.98200,2020新年好,1577974529
81394266,331.34800,会的,1577974584
81394266,23.34700,自取其乳,1577974588
81394266,657.11600,新年快乐,1577974622
81394266,576.84900,今天也是充满希望的一天,1577974627
81394266,144.75800,鬼见条,1577974716
81394266,624.85900,瑟庄妮,1577974731
81394266,473.52900,作者肯定宝爷粉，宝爷三杀,1577974741
81394266,258.53600,其实也不好笑,1577974742
81394266,678.24500,新年快乐,1577974756
81394266,167.16200,bgm好评,1577974757
81394266,30.61800,人类迷惑行为大赏,1577974761
81394266,658.20200,新年快乐,1577974768
81394266,518.72000,白嫖失败,1577974775
81394266,652.11700,新年快乐,1577974777
81394266,190.41200,一家人,1577974805
81394266,13.08600,青钢影,1577974857
81394266,270.62800,哪位小仙女的小三轮,1577974895
81394266,678.57900,2020 加油啊,1577974896
81394266,659.93600,新年快乐,1577974993
81394266,673.94200,新年快乐,1577975015
81394266,659.79700,新年快乐,1577975090
81394266,136.34700,钢的琴？,1577975096
81394266,99.89600,人真是太好玩了,1577975109
81394266,668.47600,新年快乐,1577975133
81394266,660.34100,新年快乐,1577975145
81394266,20.98700,没毛病,1577975148
81394266,654.11800,新年快乐,1577975158
81394266,673.54800,勇敢去活，加油,1577975175
81394266,663.59500,新年快乐,1577975183
81394266,54.38400,哈哈哈,1577975188
81394266,667.29400,新年快乐！~泪目啊TAT,1577975214
81394266,655.61400, 新年加油,1577975219
81394266,320.22400,悲中有喜,1577975239
81394266,221.72600,J  O  K  E  R ,1577975268
81394266,187.19500,哭了,1577975313
81394266,442.88600,看笑了的 还没进社会吧,1577975340
81394266,271.04600,人 间 喜 剧,1577975341
81394266,648.09800,新年快乐,1577975359
81394266,655.61400,新年快乐,1577975387
81394266,678.06300,新年快乐,1577975401
81394266,132.17300,。。。。。。。。。。。。。。。,1577975443
81394266,24.89100,大卫鲍伊,1577975451
81394266,642.48200,冲冲冲！,1577975457
81394266,7.28600,无情,1577975491
81394266,642.70900,青 钢 影,1577975533
81394266,653.79900,新年快乐,1577975547
81394266,596.52000,这历史时刻太6了,1577975556
81394266,478.71800,heroea!!!,1577975622
81394266,553.28400,哈哈哈哈哈哈哈哈哈,1577975624
81394266,646.18500,是不是新的一年应该有更多包容,1577975722
81394266,661.74500,加油,1577975751
81394266,665.68900,片头见,1577975782
81394266,672.79800,新年快乐,1577975789
81394266,665.84100,新年快乐,1577975804
81394266,342.54300,新年快乐,1577975871
81394266,659.13300,新年快乐,1577975885
81394266,87.91500,哈哈哈哈哈？？？？？,1577975889
81394266,666.16600,继续冲!,1577975892
81394266,317.04500,新年快乐,1577975896
81394266,113.43200,哈哈哈哈,1577975915
81394266,659.60300,新年快乐,1577975947
81394266,545.65900,看到这视频的大家还活着，虽然艰辛，但我还活着,1577975950
81394266,658.41600,新年快乐新年快乐,1577975962
81394266,87.06100,巨龙撞击撞击撞击,1577976023
81394266,126.15800,坐,1577976080
81394266,133.36600,坐,1577976088
81394266,219.69000,孔 连 顺,1577976099
81394266,105.15800,哈哈哈哈哈,1577976101
81394266,245.91000,泪目,1577976103
81394266,53.77800,潘粤明,1577976116
81394266,147.92600,鬼见条,1577976131
81394266,154.85900,你币有了！,1577976160
81394266,394.46000,看着看着就想哭,1577976175
81394266,659.35300,新年快乐！,1577976190
81394266,667.24700,新年快乐,1577976210
81394266,668.83200,新年快乐，2020加油,1577976222
81394266,655.93200,牛逼,1577976277
81394266,240.65500,大艺术家,1577976286
81394266,12.78200,我太爱了,1577976345
81394266,249.93300,哎，生活真的难,1577976364
81394266,664.21900,新年快乐,1577976424
81394266,655.83700,新年快乐！,1577976463
81394266,562.33700,新年快乐冲冲冲,1577976480
81394266,8.14900,！！！！！,1577976486
81394266,661.39600,新年快乐,1577976503
81394266,673.16100,2020大吉！,1577976504
81394266,665.41700,你好2020,1577976518
81394266,191.46500,白日梦想家,1577976531
81394266,132.99800,鬼见条,1577976558
81394266,521.54100,真就边笑边哭,1577976580
81394266,132.53900,魔鬼进度条,1577976590
81394266,388.35800,新闻周刊的快乐大叔,1577976598
81394266,180.21800,!!!!!!!!!!!!!!! major tom,1577976607
81394266,197.36400,白日梦想家啊啊啊,1577976609
81394266,37.33800,哈哈哈,1577976610
81394266,334.98200,新年快乐,1577976610
81394266,661.92000,新年快乐,1577976650
81394266,60.21600,艺术,1577976656
81394266,126.45000,害怕,1577976658
81394266,668.48200,新年快乐,1577976674
81394266,677.50200,新年快乐,1577976683
81394266,674.76700,2020快乐,1577976686
81394266,12.69500,queen！！！,1577976707
81394266,128.96000,害怕,1577976734
81394266,26.71700,魔法速度,1577976756
81394266,664.54000,那不是猪！！！是羊！！！,1577976769
81394266,140.48200,冬泳怪鸽,1577976848
81394266,147.23300,冬泳怪鸽~,1577976855
81394266,661.32600,新年快乐！,1577976891
81394266,77.02100,死 亡 莲 华,1577976894
81394266,653.78300,新年快乐！！,1577976918
81394266,658.06500,新年快乐,1577976933
81394266,336.83700,新年快乐！,1577976942
81394266,235.33700,全  员  小  丑,1577976956
81394266,35.05700,求你做个人吧！,1577976977
81394266,230.43000,这剪辑手法 有点专业啊。。。,1577977005
81394266,6.45900,麦麦早上好,1577977022
81394266,205.09000,什么TDM叫绝活  ,1577977025
81394266,6.45900,麦麦早上好,1577977036
81394266,328.57800,新年快乐,1577977048
81394266,143.22100,进度条……,1577977051
81394266,667.84300,新年快乐！2020,1577977098
81394266,433.43100,这十一分钟也太长了吧,1577977126
81394266,22.07400,麦麦早上好,1577977137
81394266,661.31200,新年快乐,1577977146
81394266,131.77700,进度条警告,1577977152
81394266,663.05800,新年快乐,1577977195
81394266,664.41900,新年快乐！,1577977198
81394266,65.86100,牙叔这嗓子太给力了,1577977202
81394266,663.41900,新年快乐,1577977204
81394266,669.72400,新年快乐,1577977254
81394266,536.56000,突然好羡慕他们,1577977260
81394266,5.83800,竟然敢用这个BGM？？？！！！,1577977264
81394266,655.08400,2020加油,1577977273
81394266,664.09800,2020加油,1577977275
81394266,652.01800,新年快乐,1577977282
81394266,431.88600,好长的十一分钟,1577977308
81394266,678.57900,新年快乐，不敢奢望太多，就这样。,1577977319
81394266,658.35200,你好,1577977328
81394266,135.88000,‘,1577977345
81394266,183.78300,哈哈哈狗一出现瞬间笑掉,1577977348
81394266,303.13400,日地,1577977355
81394266,642.52200,俗世奇人,1577977372
81394266,379.99400,新年快乐,1577977386
81394266,651.84000,加油，活在当下的各位,1577977389
81394266,429.04300,人人有梦想,1577977398
81394266,659.64200,新年快乐,1577977419
81394266,661.38000,加油,1577977434
81394266,654.12100,新年快乐,1577977435
81394266,130.69900,救命,1577977461
81394266,668.39300,新年2020 加油啊,1577977468
81394266,6.11400,居然火了,1577977495
81394266,659.92700,新年快乐,1577977512
81394266,470.07300,王愿称之为绝活,1577977513
81394266,148.12100,笑死我了,1577977524
81394266,19.94700,又是这个魔鬼,1577977534
81394266,675.95200,新年快乐,1577977578
81394266,129.48400,把爷整笑了,1577977601
81394266,650.25700,2020冲鸭冲鸭！！,1577977624
81394266,146.46200,坐,1577977634
81394266,671.22400,新年快乐,1577977659
81394266,670.40000,2020冲,1577977677
81394266,657.70400,新年快乐,1577977730
81394266,662.74200,新年快乐,1577977732
81394266,672.20300,新年快乐,1577977746
81394266,660.90000,新年快乐,1577977789
81394266,57.26000,好长,1577977791
81394266,156.42600,北国之春,1577977796
81394266,670.77400,新年快乐,1577977825
81394266,666.75400,新年快乐,1577977846
81394266,659.19100,新年快乐,1577977854
81394266,225.55700,喜剧的核心是,1577977857
81394266,564.00200,真的看哭了,1577977860
81394266,572.22800,人间百态,1577977869
81394266,240.80600,哭了,1577977881
81394266,464.92000,众生相,1577977883
81394266,259.16600,奥利给,1577977899
81394266,662.45900,新年快乐！,1577977942
81394266,659.03900,新年快乐,1577977943
81394266,655.94800,新年快乐！,1577977956
81394266,668.55900,2020加油！,1577977956
81394266,320.66400,奥利给,1577977961
81394266,659.12700,加油啊啊啊,1577977972
81394266,357.45900,达州,1577977994
81394266,402.13300,up有心了,1577977999
81394266,442.95500,哭了,1577978040
81394266,245.90400,行为艺术,1577978050
81394266,653.17500,麦麦晚上好！！！,1577978063
81394266,670.94800,新年快乐！,1577978070
81394266,442.37100,有内味了,1577978084
81394266,336.99900,新年快乐！,1577978085
81394266,659.39000,好活,1577978121
